speaker,text,wordCount,wordNumber,start,end,lemmata
Οἰδίπους,ἐγὼ διδάξω τέκνον Αἰγέως ἅ σοι γήρως ἄλυπα τῇδε κείσεται πόλει χῶρον μὲν αὐτὸς αὐτίκ᾽ ἐξηγήσομαι ἄθικτος ἡγητῆρος οὗ με χρὴ θανεῖν τοῦτον δὲ φράζε μή ποτ᾽ ἀνθρώπων τινί μήθ᾽ οὗ κέκευθε μήτ᾽ ἐν οἷς κεῖται τόποις ὥς σοι πρὸ πολλῶν ἀσπίδων ἀλκὴν ὅδε δορός τ᾽ ἐπακτοῦ γειτονῶν ἀεὶ τιθῇ ἃ δ᾽ ἐξάγιστα μηδὲ κινεῖται λόγῳ αὐτὸς μαθήσει κεῖσ᾽ ὅταν μόλῃς μόνος ὡς οὔτ᾽ ἂν ἀστῶν τῶνδ᾽ ἂν ἐξείποιμί τῳ οὔτ᾽ ἂν τέκνοισι τοῖς ἐμοῖς στέργων ὅμως ἀλλ᾽ αὐτὸς αἰεὶ σῷζε χὤταν εἰς τέλος τοῦ ζῆν ἀφικνῇ τῷ προφερτάτῳ μόνῳ σήμαιν᾽ ὁ δ᾽ αἰεὶ τὠπιόντι δεικνύτω χοὔτως ἀδῇον τήνδ᾽ ἐνοικήσεις πόλιν σπαρτῶν ἀπ᾽ ἀνδρῶν αἱ δὲ μυρίαι πόλεις κἂν εὖ τις οἰκῇ ῥᾳδίως καθύβρισαν θεοὶ γὰρ εὖ μέν ὀψὲ δ᾽ εἰσορῶσ᾽ ὅταν τὰ θεῖ᾽ ἀφείς τις εἰς τὸ μαίνεσθαι τραπῇ ὃ μὴ σύ τέκνον Αἰγέως βούλου παθεῖν τὰ μὲν τοιαῦτ᾽ οὖν εἰδότ᾽ ἐκδιδάσκομεν χῶρον δ᾽ ἐπείγει γάρ με τοὐκ θεοῦ παρόν στείχωμεν ἤδη μηδ᾽ ἔτ᾽ ἐντρεπώμεθα ὦ παῖδες ὧδ᾽ ἕπεσθ᾽ ἐγὼ γὰρ ἡγεμὼν σφῷν αὖ πέφασμαι καινός ὥσπερ σφὼ πατρί χωρεῖτε καὶ μὴ ψαύετ᾽ ἀλλ᾽ ἐᾶτέ με αὐτὸν τὸν ἱερὸν τύμβον ἐξευρεῖν ἵνα μοῖρ᾽ ἀνδρὶ τῷδε τῇδε κρυφθῆναι χθονί τῇδ᾽ ὧδε τῇδε βᾶτε τῇδε γάρ μ᾽ ἄγει Ἑρμῆς ὁ πομπὸς ἥ τε νερτέρα θεός ὦ φῶς ἀφεγγές πρόσθε πού ποτ᾽ ἦσθ᾽ ἐμόν νῦν δ᾽ ἔσχατόν σου τοὐμὸν ἅπτεται δέμας ἤδη γὰρ ἕρπω τὸν τελευταῖον βίον κρύψων παρ᾽ Ἅιδην ἀλλά φίλτατε ξένων αὐτός τε χώρα θ᾽ ἥδε πρόσπολοί τε σοὶ εὐδαίμονες γένοισθε κἀπ᾽ εὐπραξίᾳ μέμνησθέ μου θανόντος εὐτυχεῖς ἀεί,248,9230,8982,9230,ἐγώ διδάσκω τέκνον Αἰγέως ὅς σύ γῆρας ἄλυπον ὅδε κεῖμαι πόλις χῶρος μέν αὐτός αὐτίκ ̓ ἐξηγέομαι ἄθικτος ἡγητήρ ἵημι ἐγώ χρή θνήσκω οὗτος δέ φράζω μή ποτ ̓ ἄνθρωπος τις μήθ ̓ ἵημι κεύθω μήτ ̓ ἐν ὅς κεῖμαι τόπος ὡς σύ πρό πολύς ἀσπίς ἀλκή ὅδε δόρυ τ ̓ πακτόω γειτονέω ἀεί τίθημι ὅς δ ̓ ἐξάγιστος μηδέ κινέω λόγος αὐτός μανθάνω κεῖσ ̓ ὅταν βλώσκω μόνος ὡς οὔτ ̓ ἄν ἀστός τῶνδ ̓ ἄν ἐξείποιμί τις οὔτ ̓ ἄν τέκνον ὁ ἐμός στέργω ὅμως ἀλλ ̓ αὐτός ἀεί σώζω ὅταν εἰς τέλος ὁ ζάω ἀφικνέομαι ὁ προφερής μόνος σήμαιν ̓ ὁ δ ̓ ἀεί ἄπειμι1 δείκνυμι οὕτως ἀδήιος τήνδ ̓ ἐνοικέω πόλις σπαρτός ἀπ ̓ ἀνήρ ὁ δέ μυρίος πόλις κἀν εὖ τις οἰκέω ῥᾴδιος καθυβρίζω θεός γάρ εὖ μέν ὀψέ δ ̓ εἰσορῶσ ̓ ὅταν ὁ θεῖ ̓ ἀφίημι τις εἰς ὁ μαίνομαι τέρπω ὁ μή σύ τέκνον Αἰγέως βούλομαι πάσχω ὁ μέν τοιαῦτ ̓ οὖν εἰδότ ̓ ἐκδιδάσκω χῶρος δ ̓ ἐπείγω γάρ ἐγώ οὐ θεός πάρειμι στείχω ἤδη μηδ ̓ ἔτ ̓ ἐντρέπω ὦ παῖς ὧδ ̓ ἕπεσθ ̓ ἐγώ γάρ ἡγεμών σύ αὖ φαίνω καινός ὥσπερ σφεῖς πατήρ χωρέω καί μή ψαύετ ̓ ἀλλ ̓ ἐάω ἐγώ αὐτός ὁ ἱερός τύμβος ἐξευρίσκω ἵνα μοῖρ ̓ ἀνήρ ὅδε ὅδε κρύπτω χθών τῇδ ̓ ὧδε ὅδε βαίνω ὅδε γάρ μ ̓ ἄγω Ἑρμῆς ὁ πομπός ὅς τε νέρτερος θεός ὦ φάος ἀφεγγής πρόσθεν πού ποτ ̓ ἦσθ ̓ ἐμός νῦν δ ̓ ἔσχατόν σύ ἐμός ἅπτω δέμας ἤδη γάρ ἕρπω ὁ τελευταῖος βίος κρύπτω παρ ̓ ᾍδης ἀλλά φίλτατος ξένος αὐτός τε χώρα θ ̓ ὅδε πρόσπολοί τε σύ εὐδαίμων γίγνομαι κἀπ ̓ εὐπραξία μέμνησθέ ἐγώ θνήσκω εὐτυχής ἀεί
Χορός,εἰ θέμις ἐστί μοι τὰν ἀφανῆ θεὸν καὶ σὲ λιταῖς σεβίζειν ἐννυχίων ἄναξ Αἰδωνεῦ Αἰδωνεῦ λίσσωμαι ἄπονα μήτ᾽ ἐπὶ βαρυαχεῖ ξένον ἐξανύσαι μόρῳ τὰν παγκευθῆ κάτω νεκρῶν πλάκα καὶ Στύγιον δόμον πολλῶν γὰρ ἂν καὶ μάταν πημάτων ἱκνουμένων πάλιν σφε δαίμων δίκαιος αὔξοι,43,9273,9230,9273,εἰ θέμις εἰμί ἐγώ ὁ ἀφανής θεός καί σύ λιτή σεβίζω ἐννύχιος ἄναξ Αἰδωνεῦ Αἰδωνεῦ λίσσομαι ἄπονος μήτ ̓ ἐπί βαρυηχής ξένος ἐξανύω μόρος ὁ παγκευθής κάτω νεκρός πλάξ καί Στύγιον δόμος πολύς γάρ ἄν καί μάτην πῆμα ἱκνέομαι πάλιν σφεῖς δαίμων δίκαιος αὐξάνω
Χορός,ὦ χθόνιαι θεαὶ σῶμά τ᾽ ἀνικάτου θηρός ὃν ἐν πύλαισι ταῖσι πολυξένοις εὐνᾶσθαι κνυζεῖσθαί τ᾽ ἐξ ἄντρων ἀδάματον φύλακα παρ᾽ Ἁίδᾳ λόγος αἰὲν ἔχει τόν ὦ Γᾶς παῖ καὶ Ταρτάρου κατεύχομαι ἐν καθαρῷ βῆναι ὁρμωμένῳ νερτέρας τῷ ξένῳ νεκρῶν πλάκας σέ τοι κικλήσκω τὸν αἰένυπνον,45,9318,9273,9318,ὦ χθόνιος θεά σῶμα τ ̓ ἀνίκητος θήρ ὅς ἐν πύλη ὁ πολύξενος εὐνάω κνυζεῖσθαί τ ̓ ἐκ ἄντρον ἀδάματος φύλαξ παρ ̓ Ἁίδᾳ λόγος ἀεί ἔχω ὁ ὦ γῆ παῖς καί Τάρταρος κατεύχομαι ἐν καθαρός βαίνω ὁρμάω νέρτερος ὁ ξένος νεκρός πλάξ σύ σύ κικλήσκω ὁ αἰένυπνος
Ἄγγελος,ἄνδρες πολῖται ξυντομωτάτως μὲν ἂν τύχοιμι λέξας Οἰδίπουν ὀλωλότα ἃ δ᾽ ἦν τὰ πραχθέντ᾽ οὔθ᾽ ὁ μῦθος ἐν βραχεῖ φράσαι πάρεστιν οὔτε τἄργ᾽ ὅσ᾽ ἦν ἐκεῖ,26,9344,9318,9344,ἀνήρ πολίτης σύντομος μέν ἄν τυγχάνω λέγω Οἰδίπους ὄλλυμι ὅς δ ̓ εἰμί ὁ πραχθέντ ̓ οὔθ ̓ ὁ μῦθος ἐν βραχύς φράζω πάρειμι οὔτε τἄργ ̓ ὅσ ̓ εἰμί ἐκεῖ
Χορός,ὄλωλε γὰρ δύστηνος,3,9347,9344,9347,ὄλλυμι γάρ δύστηνος
Ἄγγελος,ὡς λελοιπότα κεῖνον τὸν ἀεὶ βίοτον ἐξεπίστασο,7,9354,9347,9354,ὡς λείπω ἐκεῖνος ὁ ἀεί βίοτος ἐξεπίσταμαι
Χορός,πῶς ἆρα θείᾳ κἀπόνῳ τάλας τύχῃ,6,9360,9354,9360,πῶς ἆρα θεῖος ἄπονος τάλας τύχη
Ἄγγελος,ταῦτ᾽ ἐστὶν ἤδη κἀποθαυμάσαι πρέπον ὡς μὲν γὰρ ἐνθένδ᾽ εἷρπε καὶ σύ που παρὼν ἔξοισθ᾽ ὑφηγητῆρος οὐδενὸς φίλων ἀλλ᾽ αὐτὸς ἡμῖν πᾶσιν ἐξηγούμενος ἐπεὶ δ᾽ ἀφῖκτο τὸν καταρράκτην ὀδὸν χαλκοῖς βάθροισι γῆθεν ἐρριζωμένον ἔστη κελεύθων ἐν πολυσχίστων μιᾷ κοίλου πέλας κρατῆρος οὗ τὰ Θησέως Περίθου τε κεῖται πίστ᾽ ἀεὶ ξυνθήματα ἀφ᾽ οὗ μέσος στὰς τοῦ τε Θορικίου πέτρου κοίλης τ᾽ ἀχέρδου κἀπὸ λαΐνου τάφου καθέζετ᾽ εἶτ᾽ ἔλυσε δυσπινεῖς στολάς κἄπειτ᾽ ἀΰσας παῖδας ἠνώγει ῥυτῶν ὑδάτων ἐνεγκεῖν λουτρὰ καὶ χοάς ποθεν τὼ δ᾽ εὐχλόου Δήμητρος εἰς προσόψιον πάγον μολοῦσαι τάσδ᾽ ἐπιστολὰς πατρὶ ταχεῖ πόρευσαν σῦν χρόνῳ λουτροῖς τέ νιν ἐσθῆτί τ᾽ ἐξήσκησαν ᾗ νομίζεται ἐπεὶ δὲ παντὸς εἶχε δρῶντος ἡδονὴν κοὐκ ἦν ἔτ᾽ οὐδὲν ἀργὸν ὧν ἐφίετο κτύπησε μὲν Ζεὺς χθόνιος αἱ δὲ παρθένοι ῥίγησαν ὡς ἤκουσαν ἐς δὲ γούνατα πατρὸς πεσοῦσαι κλαιον οὐδ᾽ ἀνίεσαν στέρνων ἀραγμοὺς οὐδὲ παμμήκεις γόους ὁ δ᾽ ὡς ἀκούει φθόγγον ἐξαίφνης πικρόν πτύξας ἐπ᾽ αὐταῖς χεῖρας εἶπεν ὦ τέκνα οὐκ ἔστ᾽ ἔθ᾽ ὑμῖν τῇδ᾽ ἐν ἡμέρᾳ πατήρ ὄλωλε γὰρ δὴ πάντα τἀμά κοὐκέτι τὴν δυσπόνητον ἕξετ᾽ ἀμφ᾽ ἐμοὶ τροφήν σκληρὰν μέν οἶδα παῖδες ἀλλ᾽ ἓν γὰρ μόνον τὰ πάντα λύει ταῦτ᾽ ἔπος μοχθήματα τὸ γὰρ φιλεῖν οὐκ ἔστιν ἐξ ὅτου πλέον ἢ τοῦδε τἀνδρὸς ἔσχεθ᾽ οὗ τητώμεναι τὸ λοιπὸν ἤδη τὸν βίον διάζετον,207,9567,9360,9567,ταῦτ ̓ εἰμί ἤδη ἀποθαυμάζω πρέπω ὡς μέν γάρ ἐνθένδ ̓ ἕρπω καί σύ πού πάρειμι ἔξοισθ ̓ ὑφηγητήρ οὐδείς φίλος ἀλλ ̓ αὐτός ἐγώ πᾶς ἐξηγέομαι ἐπεί δ ̓ ἀφικνέομαι ὁ καταρράκτης ὀδὸν χάλκεος βάθρον γῆθεν ῥιζόω ἵστημι κέλευθος ἐν πολύσχιστος εἷς κόιλος πέλας κρατήρ ἵημι ὁ Θησεύς Περίθου τε κεῖμαι πίστ ̓ ἀεί σύνθημα ἀφ ̓ ἵημι μέσος ἵστημι ὁ τε Θορικίου πέτρος κοῖλος τ ̓ ἄχερδος ἀπό λαΐνου τάφος καθέζετ ̓ εἶτ ̓ λύω δυσπινής στολή κἄπειτ ̓ αὔω παῖς ἄνωγα ῥυτός ὕδωρ φέρω λουτρόν καί χοή ποθεν ὁ δ ̓ εὔχλοος Δημήτηρ εἰς προσόψιος πάγος βλώσκω τάσδ ̓ ἐπιστολή πατήρ ταχύς πορεύω ὗς χρόνος λουτρόν τε νιν ἐσθῆτί τ ̓ ἐξασκέω ἵημι νομίζω ἐπεί δέ πᾶς ἔχω δράω ἡδονή οὐ εἰμί ἔτ ̓ οὐδείς ἀργός ὅς ἐφίημι κτυπέω μέν Ζεύς χθόνιος ὁ δέ παρθένος ῥιγέω ὡς ἀκούω εἰς δέ γόνυ πατήρ πίπτω κλαιον οὐδ ̓ ἀνίημι στέρνον ἀραγμοὺς οὐδέ παμμήκης γόος ὁ δ ̓ ὡς ἀκούω φθόγγος ἐξαίφνης πικρός πτύσσω ἐπ ̓ αὐτός χείρ εἶπον ὦ τέκνον οὐ ἔστ ̓ ἔθ ̓ σύ τῇδ ̓ ἐν ἡμέρα πατήρ ὄλλυμι γάρ δή πᾶς ἐμός οὐκέτι ὁ δυσπόνητος ἕξετ ̓ ἀμφ ̓ ἐγώ τροφή σκληρός μέν οἶδα παῖς ἀλλ ̓ εἷς γάρ μόνος ὁ πᾶς λύω ταῦτ ̓ ἔπος μόχθημα ὁ γάρ φιλέω οὐ εἰμί ἐκ ὅστις πλείων ἤ ὅδε ἀνήρ ἔσχεθ ̓ ἵημι τητάομαι ὁ λοιπός ἤδη ὁ βίος διάζετον
Ἄγγελος,ἐπ᾽ ἀλλήλοισιν ἀμφικείμενοι λύγδην ἔκλαιον πάντες ὡς δὲ πρὸς τέλος γόων ἀφίκοντ᾽ οὐδ᾽ ἔτ᾽ ὠρώρει βοή ἦν μὲν σιωπή φθέγμα δ᾽ ἐξαίφνης τινὸς θώϋξεν αὐτόν ὥστε πάντας ὀρθίας στῆσαι φόβῳ δείσαντας ἐξαίφνης τρίχας καλεῖ γὰρ αὐτὸν πολλὰ πολλαχῇ θεός ὦ οὗτος οὗτος Οἰδίπους τί μέλλομεν χωρεῖν πάλαι δὴ τἀπὸ σοῦ βραδύνεται ὁ δ᾽ ὡς ἐπῄσθετ᾽ ἐκ θεοῦ καλούμενος αὐδᾷ μολεῖν οἱ γῆς ἄνακτα Θησέα κἀπεὶ προσῆλθεν εἶπεν ὦ φίλον κάρα δός μοι χερὸς σῆς πίστιν ὁρκίαν τέκνοις ὑμεῖς τε παῖδες τῷδε καὶ καταίνεσον μήποτε προδώσειν τάσδ᾽ ἑκών τελεῖν δ᾽ ὅσ᾽ ἂν μέλλῃς φρονῶν εὖ ξυμφέροντ᾽ αὐτοῖς ἀεί ὁ δ᾽ ὡς ἀνὴρ γενναῖος οὐκ οἴκτου μέτα κατῄνεσεν τάδ᾽ ὅρκιος δράσειν ξένῳ ὅπως δὲ ταῦτ᾽ ἔδρασεν εὐθὺς Οἰδίπους ψαύσας ἀμαυραῖς χερσὶν ὧν παίδων λέγει ὦ παῖδε τλάσας χρὴ τὸ γενναῖον φρενὶ χωρεῖν τόπων ἐκ τῶνδε μηδ᾽ ἃ μὴ θέμις λεύσσειν δικαιοῦν μηδὲ φωνούντων κλύειν ἀλλ᾽ ἕρπεθ᾽ ὡς τάχιστα πλὴν ὁ κύριος Θησεὺς παρέστω μανθάνων τὰ δρώμενα τοσαῦτα φωνήσαντος εἰσηκούσαμεν ξύμπαντες ἀστακτὶ δὲ σὺν ταῖς παρθένοις στένοντες ὡμαρτοῦμεν ὡς δ᾽ ἀπήλθομεν χρόνῳ βραχεῖ στραφέντες ἐξαπείδομεν τὸν ἄνδρα τὸν μὲν οὐδαμοῦ παρόντ᾽ ἔτι ἄνακτα δ᾽ αὐτὸν ὀμμάτων ἐπίσκιον χεῖρ᾽ ἀντέχοντα κρατός ὡς δεινοῦ τινος φόβου φανέντος οὐδ᾽ ἀνασχετοῦ βλέπειν ἔπειτα μέντοι βαιὸν οὐδὲ σὺν χρόνῳ ὁρῶμεν αὐτὸν γῆν τε προσκυνοῦνθ᾽ ἅμα καὶ τὸν θεῶν Ὄλυμπον ἐν ταὐτῷ λόγῳ μόρῳ δ᾽ ὁποίῳ κεῖνος ὤλετ᾽ οὐδ᾽ ἂν εἷς θνητῶν φράσειε πλὴν τὸ Θησέως κάρα οὐ γάρ τις αὐτὸν οὔτε πυρφόρος θεοῦ κεραυνὸς ἐξέπραξεν οὔτε ποντία θύελλα κινηθεῖσα τῷ τότ᾽ ἐν χρόνῳ ἀλλ᾽ ἤ τις ἐκ θεῶν πομπὸς ἢ τὸ νερτέρων εὔνουν διαστὰν γῆς ἀλύπητον βάθρον ἁνὴρ γὰρ οὐ στενακτὸς οὐδὲ σὺν νόσοις ἀλγεινὸς ἐξεπέμπετ᾽ ἀλλ᾽ εἴ τις βροτῶν θαυμαστός εἰ δὲ μὴ δοκῶ φρονῶν λέγειν οὐκ ἂν παρείμην οἷσι μὴ δοκῶ φρονεῖν,286,9853,9567,9853,ἐπ ̓ ἀλλήλων ἀμφίκεῖμαι λύγδην κλαίω πᾶς ὡς δέ πρός τέλος γόος ἀφίκοντ ̓ οὐδ ̓ ἔτ ̓ ὄρνυμι βοή εἰμί μέν σιωπή φθέγμα δ ̓ ἐξαίφνης τις θωύσσω αὐτός ὥστε πᾶς ὄρθιος ἵστημι φόβος δείδω ἐξαίφνης θρίξ καλέω γάρ αὐτός πολύς πολλαχῆ θεός ὦ οὗτος οὗτος Οἰδίπους τίς μέλλω χωρέω πάλαι δή ἀπό σύ βραδύνω ὁ δ ̓ ὡς ἐπῄσθετ ̓ ἐκ θεός καλέω αὐδάω βλώσκω ὁ γῆ ἄναξ Θησεύς ἐπεί προσέρχομαι εἶπον ὦ φίλος κάρα δίδωμι ἐγώ χείρ σός πίστις ὅρκιος τέκνον σύ τε παῖς ὅδε καί καταινέω μήποτε προδίδωμι τάσδ ̓ ἑκών τελέω δ ̓ ὅσ ̓ ἄν μέλλω φρονέω εὖ ξυμφέροντ ̓ αὐτός ἀεί ὁ δ ̓ ὡς ἀνήρ γενναῖος οὐ οἶκτος μετά καταινέω τάδ ̓ ὅρκιος δράω ξένος ὅπως δέ ταῦτ ̓ δράω εὐθύς Οἰδίπους ψαύω ἀμαυρός χείρ ὅς παῖς λέγω ὦ παῖς τλάω χρή ὁ γενναῖος φρήν χωρέω τόπος ἐκ ὅδε μηδ ̓ ὅς μή θέμις λεύσσω δικαιόω μηδέ φωνέω κλύω ἀλλ ̓ ἕρπεθ ̓ ὡς ταχύς πλήν ὁ κύριος Θησεύς παρίστημι μανθάνω ὁ δράω τοσοῦτος φωνέω εἰσακούω σύμπας ἀστακτὶ δέ σύν ὁ παρθένος στένω ὁμαρτέω ὡς δ ̓ ἀπέρχομαι χρόνος βραχύς στράπτω ἐξαπεῖδον ὁ ἀνήρ ὁ μέν οὐδαμοῦ παρόντ ̓ ἔτι ἄναξ δ ̓ αὐτός ὄμμα ἐπίσκιος χεῖρ ̓ ἀντέχω κράς ὡς δεινός τις φόβος φαίνω οὐδ ̓ ἀνασχετός βλέπω ἔπειτα μέντοι βαιός οὐδέ σύν χρόνος ὁράω αὐτός γῆ τε προσκυνοῦνθ ̓ ἅμα καί ὁ θεός Ὄλυμπος ἐν ταὐτός λόγος μόρος δ ̓ ὁποῖος ἐκεῖνος ὤλετ ̓ οὐδ ̓ ἄν εἷς θνητός φράζω πλήν ὁ Θησεύς κάρα οὐ γάρ τις αὐτός οὔτε πυρφόρος θεός κεραυνὸς ἐκπράσσω οὔτε πόντιος θύελλα κινέω ὁ τότ ̓ ἐν χρόνος ἀλλ ̓ ἤ τις ἐκ θεός πομπός ἤ ὁ νέρτερος εὔνους διαστὰν γῆ ἀλύπητος βάθρον ἀνήρ γάρ οὐ στενακτὸς οὐδέ σύν νόσος ἀλγεινός ἐξεπέμπετ ̓ ἀλλ ̓ εἰ τις βροτός θαυμαστός εἰ δέ μή δοκέω φρονέω λέγω οὐ ἄν παρίημι ὅς μή δοκέω φρονέω
Χορός,ποῦ δ᾽ αἵ τε παῖδες χοἰ προπέμψαντες φίλων,8,9861,9853,9861,ποῦ δ ̓ ὅς τε παῖς ὁ προπέμπω φίλος
Ἄγγελος,αἵδ᾽ οὐχ ἑκάς γόων γὰρ οὐκ ἀσήμονες φθόγγοι σφε σημαίνουσι δεῦρ᾽ ὁρμωμένας,12,9873,9861,9873,αἵδ ̓ οὐ ἑκάς γόος γάρ οὐ ἄσημος φθόγγος σφεῖς σημαίνω δεῦρ ̓ ὁρμάω
Ἀντιγόνη,αἰαῖ φεῦ ἔστιν ἔστι νῷν δὴ οὐ τὸ μέν ἄλλο δὲ μή πατρὸς ἔμφυτον ἄλαστον αἷμα δυσμόροιν στενάζειν ᾧτινι τὸν πολὺν ἄλλοτε μὲν πόνον ἔμπεδον εἴχομεν ἐν πυμάτῳ δ᾽ ἀλόγιστα παροίσομεν ἰδόντε καὶ παθόντε,34,9907,9873,9907,αἰαῖ φεῦ εἰμί εἰμί ἐγώ δή οὐ ὁ μέν ἄλλος δέ μή πατήρ ἔμφυτος ἄλαστος αἷμα δύσμορος στενάζω ὅστις ὁ πολύς ἄλλοτε μέν πόνος ἔμπεδος ἔχω ἐν πύματος δ ̓ ἀλόγιστος παραφέρω εἶδον καί πάσχω
Χορός,τί δ᾽ ἔστιν,3,9910,9907,9910,τίς δ ̓ εἰμί
